,name,homepage,scholar_id,affiliation,citations,h-index
11486,Maribel Acosta,https://www.ini.rub.de/the_institute/people/maribel-acosta,druU9nsAAAAJ,Ruhr-Universty Bochum,868.0,14.0
11487,Maribel Fernández,https://www.kcl.ac.uk/people/maribel-fernandez,dfag-lkAAAAJ,King's College London,2187.0,25.0
11488,Marie Durand,http://www2.cnrs.fr/en/2621.htm,NOSCHOLARPAGE,Ecole Normale Superieure de Lyon,,
11489,Marie Flavie Auclair-Fortier,https://www.usherbrooke.ca/informatique/personnel/corps-professoral/professeurs/marie-flavie-auclair-fortier,NOSCHOLARPAGE,Université de Sherbrooke,,
11490,Marie Nilsenová,https://www.tilburguniversity.edu/webwijs/show/marie.postma.htm,VK1DBk4AAAAJ,Tilburg University,636.0,14.0
11491,Marie desJardins,https://www.simmons.edu/academics/faculty/marie-desjardins,UYLIgHAAAAAJ,Simmons University,2879.0,27.0
11492,Marie-Eléonore Kessaci,https://www.cristal.univ-lille.fr/profil/kessaci,NOSCHOLARPAGE,CRIStAL,,
11493,Marie-Emilie Voge,https://www.cristal.univ-lille.fr/profil/voge,NOSCHOLARPAGE,CRIStAL,,
11494,Marie-Francine Moens,https://people.cs.kuleuven.be/~sien.moens,O9hYMUUAAAAJ,KU Leuven,10330.0,51.0
11495,Mariette Awad,https://www.aub.edu.lb/fea/publicprofile/Pages/profile.aspx?memberid=ma162,pF_1j1IAAAAJ,American University of Beirut,4776.0,20.0
11496,Marilyn A. Walker,https://www.soe.ucsc.edu/people/maw,TMw2-csAAAAJ,Univ. of California - Santa Cruz,17587.0,74.0
11497,Marin Litoiu,http://www.yorku.ca/mlitoiu,FWASYv0AAAAJ,York University,7870.0,41.0
11498,Marina Blanton,http://www.buffalo.edu/~mblanton,JaM1iKMAAAAJ,University at Buffalo,5290.0,32.0
11499,Marina De Vos,http://www.bath.ac.uk/comp-sci/contacts/academics/marina_de_vos,_Bxa0oAAAAAJ,University of Bath,1573.0,21.0
11500,Marina Gavrilova,http://www.cpsc.ucalgary.ca/~marina,q3vR88gAAAAJ,University of Calgary,5038.0,38.0
11501,Marina Issakova,http://www.ut.ee/en/marina-lepp,6j7vkrgAAAAJ,University of Tartu,274.0,9.0
11502,Marina Jirotka,http://www.cs.ox.ac.uk/marina.jirotka,HXyE1GUAAAAJ,University of Oxford,3548.0,32.0
11503,Marina Kogan,http://www.mkoganresearch.com,ST-2CicAAAAJ,University of Utah,1146.0,15.0
11504,Marina Moscarini,https://www.di.uniroma1.it/it/docenti/moscarini,FS63g6AAAAAJ,Sapienza University of Rome,1032.0,17.0
11505,Marina Papatriantafilou,https://www.chalmers.se/en/staff/Pages/ptrianta.aspx,NOSCHOLARPAGE,Chalmers/GU,,
11506,Marina Petrova,https://www.kth.se/profile/petrovam,eT4_gaYAAAAJ,KTH Royal Institute of Technology,3598.0,30.0
11507,Marine Carpuat,http://www.cs.umd.edu/~marine,EAQfVXgAAAAJ,University of Maryland - College Park,,
11508,Marinos Themistocleous,https://www.ds.unipi.gr/en/faculty/mthemist-en,sQwEp4IAAAAJ,University of Piraeus,5461.0,34.0
11509,Mario A. Nascimento,https://webdocs.cs.ualberta.ca/~mn,eZyrbXIAAAAJ,University of Alberta,4643.0,32.0
11510,Mario Berta,http://marioberta.info,pc_5htgAAAAJ,Imperial College London,4087.0,30.0
11511,Mario Calha,https://ciencias.ulisboa.pt/perfil/mcalha,GSDogzwAAAAJ,Universidade de Lisboa,138.0,7.0
11512,Mario Costa Sousa,http://www.cpsc.ucalgary.ca/~mario,xRhWiGAAAAAJ,University of Calgary,4310.0,31.0
11513,Mario Di Francesco,https://users.aalto.fi/~difram1,xuJ3KAYAAAAJ,Aalto University,7480.0,30.0
11514,Mario E. Magaña,http://eecs.oregonstate.edu/people/magana-mario,ieSEZuYAAAAJ,Oregon State University,1579.0,14.0
11515,Mario E. Sánchez,http://profesores.virtual.uniandes.edu.co/mar-san1,M1CE-nIAAAAJ,Universidad de los Andes,481.0,13.0
11516,Mario F. M. Campos,http://homepages.dcc.ufmg.br/~mario,qWrXkPwAAAAJ,UFMG,5425.0,38.0
11517,Mario Fritz,https://cispa.saarland/people/gallery,4V1nNm4AAAAJ,CISPA Helmholtz Center,14780.0,62.0
11518,Mario Huemer,https://www.jku.at/en/institute-of-signal-processing,VXSkReQAAAAJ,JKU Linz,3765.0,28.0
11519,Mario Linares Vásquez,https://profesores.virtual.uniandes.edu.co/mlinaresv,55fmMcoAAAAJ,Universidad de los Andes,4813.0,38.0
11520,Mario Lopez,http://portfolio.du.edu/mlopez,NOSCHOLARPAGE,University of Denver,,
11521,Mario Lúcio Côrtes,http://www.ic.unicamp.br/~cortes,NOSCHOLARPAGE,UNICAMP,,
11522,Mario Marchand,http://www2.ift.ulaval.ca/~mmarchand,M792u2sAAAAJ,Université Laval,7566.0,29.0
11523,Mario Porrmann,https://www.informatik-cms.uni-osnabrueck.de/arbeitsgruppen/technische_informatik/team/mario_porrmann.html,8xaTavMAAAAJ,University of Osnabrück,3632.0,31.0
11524,Mario R. F. Benevides,http://www.cos.ufrj.br/~mario,O3lJvk4AAAAJ,UFRJ,590.0,12.0
11525,Mario Romero Vega,https://www.kth.se/profile/marior,xAFGASEAAAAJ,KTH Royal Institute of Technology,1119.0,16.0
11526,Mario Schaarschmidt,https://www.uni-koblenz-landau.de/de/koblenz/fb4/ifm/agschaarschmidt/team/schaarschmidt/mario-schaarschmidt,LmkFPYkAAAAJ,University of Koblenz-Landau,1080.0,17.0
11527,Mario Vento,http://mivia.unisa.it/people/vento,3PwXGpgAAAAJ,University of Salerno,12785.0,48.0
11528,Mariofanna Milanova,http://ualr.academia.edu/MariofannaMilanova,oJr0BfEAAAAJ,University of Arkansas - Little Rock,,
11529,Marios C. Papaefthymiou,http://web.eecs.umich.edu/~marios,NOSCHOLARPAGE,University of Michigan,,
11530,Marios Christou,https://www.unic.ac.cy/christou-marios,NOSCHOLARPAGE,University of Nicosia,,
11531,Marios Fokaefs,https://www.polymtl.ca/expertises/en/fokaefs-marios-eleftherios,CFKjCQQAAAAJ,Polytechnique Montreal,1142.0,16.0
11532,Marios Kountouris,http://www.eurecom.fr/en/people/kountouris-marios,QG9iXtUAAAAJ,EURECOM,11974.0,48.0
11533,Maristella Matera,http://home.deib.polimi.it/matera,NScXYC0AAAAJ,Politecnico di Milano,5264.0,34.0
11534,Maritta Heisel,https://www.uni-due.de/swe/marittaheisel.php,NOSCHOLARPAGE,University of Duisburg-Essen,,
11535,Marius Kloft,https://ml.informatik.uni-kl.de,l-BJCdAAAAAJ,TU Kaiserslautern,5511.0,33.0
11536,Marius Lindauer,https://www.tnt.uni-hannover.de/staff/lindauer,0Sxx7DUAAAAJ,University of Hannover,2604.0,26.0
11537,Marius Portmann,http://staff.itee.uq.edu.au/marius,hiYVpa0AAAAJ,University of Queensland,2905.0,31.0
11538,Marius Ungarish,http://www.cs.technion.ac.il/people/unga,NOSCHOLARPAGE,Technion,,
11539,Marius Zimand,https://www.towson.edu/fcsm/departments/computerinfosci/facultystaff/mzimand.html,_7Mz5cQAAAAJ,Towson University,697.0,16.0
11540,Marivic S. Tangkeko,https://www.dlsu.edu.ph/colleges/ccs/faculty-profile/single/?id=32742700894&command=GETPROFILE,BVk-h2YAAAAJ,De La Salle University,28.0,3.0
11541,Mariya Zheleva,https://www.albany.edu/ceas/mariya-zheleva.php,eEqTPcwAAAAJ,University at Albany - SUNY,371.0,11.0
11542,Mariëlle I. A. Stoelinga,https://wwwhome.ewi.utwente.nl/~marielle,po_MgfcAAAAJ,Radboud University,5021.0,38.0
11543,Marjo Kauppinen,https://people.aalto.fi/new/marjo.kauppinen,Wo8x6EUAAAAJ,Aalto University,1801.0,19.0
11544,Mark A. Finlayson,http://cs.fiu.edu/~markaf,X8peo3AAAAAJ,Florida International University,1059.0,18.0
11545,Mark A. Harris,https://www.augusta.edu/faculty/directory/view.php?id=MARHARRIS1,eo1oWjoAAAAJ,Augusta University,934.0,15.0
11546,Mark A. Hasegawa-Johnson,http://www.ifp.illinois.edu/~hasegawa,18O0OAwAAAAJ,Univ. of Illinois at Urbana-Champaign,13243.0,46.0
11547,Mark A. Heinrich,http://www.cs.ucf.edu/~heinrich,ENsrFlsAAAAJ,University of Central Florida,2283.0,19.0
11548,Mark A. Horowitz,http://stanford.edu/~horowitz,e7V7-gEAAAAJ,Stanford University,63146.0,133.0
11549,Mark A. Neerincx,https://www.tudelft.nl/ewi/over-de-faculteit/afdelingen/intelligent-systems/interactive-intelligence/people/current-group-members/mark-a-neerincx,rwBWbFAAAAAJ,TU Delft,7707.0,44.0
11550,Mark A. Walkley,https://eps.leeds.ac.uk/computing/staff/189/dr-mark-walkley,NOSCHOLARPAGE,University of Leeds,,
11551,Mark Alexander Reynolds,http://uwa.edu.au/people/mark.reynolds,2VbIrLMAAAAJ,University of Western Australia,3678.0,26.0
11552,Mark Allen Weiss,http://www.cis.fiu.edu/~weiss,gfYCK9gAAAAJ,Florida International University,2701.0,18.0
11553,Mark B. Sandler,http://www.eecs.qmul.ac.uk/people/view/3114/prof-mark-sandler,W-gexv0AAAAJ,Queen Mary University of London,14561.0,52.0
11554,Mark Batty,https://www.cs.kent.ac.uk/people/staff/mjb211,MnDiDMcAAAAJ,University of Kent,1321.0,14.0
11555,Mark Braverman,https://www.cs.princeton.edu/people/profile/mbraverm,NOSCHOLARPAGE,Princeton University,,
11556,Mark Bun,https://cs-people.bu.edu/mbun,oDwLyYUAAAAJ,Boston University,1841.0,20.0
11557,Mark C. W. van Rossum,http://homepages.inf.ed.ac.uk/mvanross,NOSCHOLARPAGE,University of Edinburgh,,
11558,Mark C. Wilson,http://markcwilson.site,yVByLBsAAAAJ,University of Massachusetts Amherst,1251.0,17.0
11559,Mark Carman,http://monash.edu/research/explore/en/persons/mark-carman(30a9f846-3f1e-4fea-b4f7-bde988302a36).html,fcPONTQAAAAJ,Monash University,2887.0,25.0
11560,Mark Christensen van Langeveld,https://faculty.utah.edu/u0319743-MARK_C._VAN_LANGEVELD/biography/index.hml,NOSCHOLARPAGE,University of Utah,,
11561,Mark Claypool,http://www.cs.wpi.edu/~claypool,KsSGzrQAAAAJ,Worcester Polytechnic Institute,8919.0,39.0
11562,Mark Craven,https://www.biostat.wisc.edu/~craven,6VuiGBQAAAAJ,University of Wisconsin - Madison,11154.0,43.0
11563,Mark Crovella,http://www.cs.bu.edu/fac/crovella,vrHhOlUAAAAJ,Boston University,31369.0,71.0
11564,Mark D. Apperley,http://www.cms.waikato.ac.nz/people/mapperle,Y6mQU80AAAAJ,University of Waikato,2848.0,24.0
11565,Mark D. Gross,http://mdgross.net,NOSCHOLARPAGE,University of Colorado Boulder,,
11566,Mark D. M. Leiserson,http://maxleiserson.com,fq0DzqoAAAAJ,University of Maryland - College Park,22543.0,22.0
11567,Mark D. Smucker,https://www.mansci.uwaterloo.ca/~msmucker,BgiGGQQAAAAJ,University of Waterloo,3463.0,25.0
11568,Mark Daley,http://daleylab.org,SW3aNagAAAAJ,Western University,350897.0,219.0
11569,Mark Dermot Ryan,https://www.birmingham.ac.uk/staff/profiles/computer-science/ryan-mark.aspx,zVGVpX4AAAAJ,University of Birmingham,9598.0,44.0
11570,Mark Dras,http://web.science.mq.edu.au/~madras,r1gJsmAAAAAJ,Macquarie University,2773.0,31.0
11571,Mark Dredze,http://www.cs.jhu.edu/~mdredze,7jNkTbYAAAAJ,Johns Hopkins University,21335.0,67.0
11572,Mark E. Dean,http://www.eecs.utk.edu/people/faculty/markdean,xwhmCksAAAAJ,University of Tennessee,252.0,9.0
11573,Mark Eramian,https://www.cs.usask.ca/faculty/eramian,yERv7xsAAAAJ,University of Saskatchewan,1141.0,15.0
11574,Mark Fishel,http://lepo.it.da.ut.ee/~fishel,K6jhzXcAAAAJ,University of Tartu,1463.0,17.0
11575,Mark G. Lee,https://www.birmingham.ac.uk/staff/profiles/computer-science/lee-mark.aspx,1AIdLa0AAAAJ,University of Birmingham,1564.0,22.0
11576,Mark G. Wallace,http://monash.edu/research/explore/en/persons/mark-wallace(5ce2a207-2449-4c37-b816-6ccc3708c819).html,83oci4wAAAAJ,Monash University,,
11577,Mark Gahegan,https://www.cs.auckland.ac.nz/people/mark-gahegan,zEqatoMAAAAJ,University of Auckland,6879.0,42.0
11578,Mark Giesbrecht,https://uwaterloo.ca/~mwg,NOSCHOLARPAGE,University of Waterloo,,
11579,Mark Grechanik,https://www.cs.uic.edu/~drmark,Gn5kfF8AAAAJ,University of Illinois at Chicago,3848.0,33.0
11580,Mark Guzdial,http://www.cc.gatech.edu/home/guzdial,iQV2L2IAAAAJ,University of Michigan,19609.0,59.0
11581,Mark H. Chignell,https://www.mie.utoronto.ca/mie/faculty/chignell,etEk4e0AAAAJ,University of Toronto,,
11582,Mark H. M. Winands,https://dke.maastrichtuniversity.nl/m.winands,5S6bWAwAAAAJ,Maastricht University,2977.0,26.0
11583,Mark Hall,http://stem.open.ac.uk/people/mmh352,4f_t86EAAAAJ,Open University UK,1312.0,18.0
11584,Mark Handley,http://www0.cs.ucl.ac.uk/staff/M.Handley,XRyUF6gAAAAJ,University College London,59900.0,77.0
11585,Mark Hepple,https://www.sheffield.ac.uk/dcs/people/academic/mark-hepple,oUf-ebcAAAAJ,University of Sheffield,3097.0,30.0
11586,Mark Herbster,http://www0.cs.ucl.ac.uk/staff/M.Herbster,MBwWHlgAAAAJ,University College London,2709.0,18.0
11587,Mark Hoogendoorn,http://www.few.vu.nl/~mhoogen,3s4lqHkAAAAJ,VU Amsterdam,2892.0,24.0
11588,Mark J. Carman,http://data.infotech.monash.edu.au/~mcarman,NOSCHOLARPAGE,Monash University,,
11589,Mark J. Clement,https://faculty.cs.byu.edu/~clement,8sFevmEAAAAJ,Brigham Young University,13443.0,24.0
11590,Mark J. Weal,https://www.ecs.soton.ac.uk/people/mjw7,rJGd0McAAAAJ,University of Southampton,5788.0,36.0
11591,Mark Johnson,http://web.science.mq.edu.au/~mjohnson,Z_kok3sAAAAJ,Macquarie University,20360.0,65.0
11592,Mark K. Goldberg,http://www.cs.rpi.edu/~goldberg,NOSCHOLARPAGE,Rensselaer Polytechnic Institute,,
11593,Mark Keil,http://artsandscience.usask.ca/profile/MKeil,BaMD2NgAAAAJ,University of Saskatchewan,24485.0,69.0
11594,Mark Lanthier,https://carleton.ca/scs/people/mark-lanthier,NOSCHOLARPAGE,Carleton University,,
11595,Mark Lawford,https://www.cas.mcmaster.ca/~lawford,7v2eN0cAAAAJ,McMaster University,2123.0,23.0
11596,Mark Levene,https://www.dcs.bbk.ac.uk/about/people/academic-staff/mark,mPoNxDAAAAAJ,Birkbeck University of London,6903.0,42.0
11597,Mark Liberman,http://www.ling.upenn.edu/~myl,R--JjPoAAAAJ,University of Pennsylvania,16370.0,49.0
11598,Mark Manulis,http://manulis.eu,MdmQAVkAAAAJ,University of Surrey,1988.0,27.0
11599,Mark Matthews,https://people.ucd.ie/mark.matthews,rhv5sLgAAAAJ,University College Dublin,2478.0,25.0
11600,Mark Micallef,https://www.um.edu.mt/profile/markmicallef,NvaH6uYAAAAJ,University of Malta,134.0,5.0
11601,Mark Minas,https://www.unibw.de/inf2/personen/professoren/minas,NOSCHOLARPAGE,Bundeswehr University Munich,,
11602,Mark O. Riedl,https://research.cc.gatech.edu/inc/mark-riedl,Yg_QjxcAAAAJ,Georgia Institute of Technology,8199.0,46.0
11603,Mark Oskin,http://homes.cs.washington.edu/~oskin,gHfzsl4AAAAJ,University of Washington,5202.0,32.0
11604,Mark P. Jones,http://web.cecs.pdx.edu/~mpj,txPcjIsAAAAJ,Portland State University,5171.0,33.0
11605,Mark Pauly,http://lgg.epfl.ch/people.php,bY63wY8AAAAJ,EPFL,18599.0,63.0
11606,Mark Perry,https://www.brunel.ac.uk/people/mark-perry,qL33780AAAAJ,Brunel University London,4448.0,30.0
11607,Mark R. Greenstreet,https://www.cs.ubc.ca/people/mark-greenstreet,NOSCHOLARPAGE,University of British Columbia,,
11608,Mark Reith,https://www.afit.edu/BIOS/bio.cfm?facID=297,NOSCHOLARPAGE,Air Force Institute of Technology,,
11609,Mark Rouncefield,https://www.lancaster.ac.uk/scc/about-us/people/mark-rouncefield,ycuiwg8AAAAJ,Lancaster University,11044.0,51.0
11610,Mark S. Ackerman,https://www.si.umich.edu/people/mark-ackerman,qBTbnEQAAAAJ,University of Michigan,18013.0,58.0
11611,Mark S. Drew,http://www.cs.sfu.ca/~mark,ZeJn22YAAAAJ,Simon Fraser University,9248.0,40.0
11612,Mark S. Fox,http://www.eil.utoronto.ca,cZMMcscAAAAJ,University of Toronto,18686.0,64.0
11613,Mark S. Nixon,https://www.ecs.soton.ac.uk/people/msn,hlHOU9IAAAAJ,University of Southampton,22228.0,75.0
11614,Mark Sanderson,http://marksanderson.org,HmqvvQkAAAAJ,RMIT University,11845.0,53.0
11615,Mark Scanlon,https://people.ucd.ie/mark.scanlon,85qShC8AAAAJ,University College Dublin,1126.0,17.0
11616,Mark Schmidt,http://www.cs.ubc.ca/~schmidtm,5BtEUJcAAAAJ,University of British Columbia,10713.0,43.0
11617,Mark Silberstein,https://sites.google.com/site/silbersteinmark,E4DS2foAAAAJ,Technion,3567.0,26.0
11618,Mark Slaymaker,http://stem.open.ac.uk/people/ms28868,NOSCHOLARPAGE,Open University UK,,
11619,Mark Springett,https://www.mdx.ac.uk/about-us/our-people/staff-directory/profile/springett-mark,rwQJxtUAAAAJ,Middlesex University,567.0,11.0
11620,Mark Steedman,http://homepages.inf.ed.ac.uk/steedman,ccCd0_YAAAAJ,University of Edinburgh,23708.0,65.0
11621,Mark Stevenson,https://www.sheffield.ac.uk/dcs/people/academic/mark-stevenson,tXe1lgkAAAAJ,University of Sheffield,5361.0,35.0
11622,Mark T. Keane,https://people.ucd.ie/mark.keane,bBozfc4AAAAJ,University College Dublin,14260.0,51.0
11623,Mark Vella,http://staff.um.edu.mt/mvel3,KjZUnkMAAAAJ,University of Malta,66.0,5.0
11624,Mark W. Newman,http://mwnewman.people.si.umich.edu,gPKDZtwAAAAJ,University of Michigan,7925.0,43.0
11625,Mark Wineberg,https://www.uoguelph.ca/computing/people/mark-wineberg,1IwCKpcAAAAJ,University of Guelph,,
11626,Mark Yatskar,http://markyatskar.com,6RxMYNEAAAAJ,University of Pennsylvania,4223.0,19.0
11627,Mark Yim,https://www.seas.upenn.edu/directory/profile.php?ID=107,6zm5XD8AAAAJ,University of Pennsylvania,11948.0,53.0
11628,Mark Zwolinski,https://www.ecs.soton.ac.uk/people/mz1,gQOrpm4AAAAJ,University of Southampton,2780.0,23.0
11629,Mark de Berg,https://www.win.tue.nl/~mdberg,4CObfMYAAAAJ,TU Eindhoven,18403.0,46.0
11630,Mark van der Wilk,https://markvdw.github.io,PKcjcT4AAAAJ,Imperial College London,1793.0,17.0
11631,Mark-Jan Nederhof,https://mjn.host.cs.st-andrews.ac.uk,lGHn0JUAAAAJ,University of St Andrews,2227.0,24.0
11632,Markel Vigo,https://www.research.manchester.ac.uk/portal/markel.vigo.html,zDn5C90AAAAJ,University of Manchester,2000.0,22.0
11633,Markku Turunen,https://www.tuni.fi/en/markku-turunen,i8m5Nh8AAAAJ,Tampere University,2560.0,27.0
11634,Marko B. Popovic,http://www.wpi.edu/academics/facultydir/mbp.html,4fB3vrQAAAAJ,Worcester Polytechnic Institute,2897.0,22.0
11635,Marko C. J. D. van Eekelen,http://www.cs.ru.nl/~marko,VgwZ2-kAAAAJ,Radboud University,3675.0,26.0
11636,Marko H. T. Nieminen,https://users.aalto.fi/~mhtn/home,ouIgYzsAAAAJ,Aalto University,3668.0,25.0
11637,Markulf Kohlweiss,https://www.inf.ed.ac.uk/people/staff/Markulf_Kohlweiss.html,pOfF9ygAAAAJ,University of Edinburgh,6510.0,44.0
11638,Markus Bläser,http://www-cc.cs.uni-saarland.de/mblaeser,AB0CIBAAAAAJ,Saarland University,1284.0,19.0
11639,Markus Brede,https://www.ecs.soton.ac.uk/people/mb1a10#research,NOSCHOLARPAGE,University of Southampton,,
11640,Markus Brill,https://www.algo.tu-berlin.de/menue/people/markus_brill,LeFkVsYAAAAJ,TU Berlin,1472.0,21.0
11641,Markus Chimani,http://tcs.informatik.uos.de/index/staff/chimani,5Hmo9DMAAAAJ,University of Osnabrück,1574.0,22.0
11642,Markus Dürmuth,http://mobsec.rub.de/group/people/duermuth_markus,4Gu4Zx4AAAAJ,Ruhr-University Bochum,2828.0,28.0
11643,Markus E. Nebel,https://ekvv.uni-bielefeld.de/pers_publ/publ/PersonDetail.jsp?personId=71594916&lang=en,NOSCHOLARPAGE,Bielefeld University,,
11644,Markus Endler,http://www.inf.puc-rio.br/~endler,QpN9ae8AAAAJ,PUC-RIO,2623.0,26.0
11645,Markus Fidler,https://www.ikt.uni-hannover.de/321.html?&no_cache=1&tx_tkinstpersonen_pi1%5Balias%5D=mf,hss5oikAAAAJ,University of Hannover,2336.0,22.0
11646,Markus G. Kuhn,https://www.cl.cam.ac.uk/~mgk25,4FSAZOsAAAAJ,University of Cambridge,14118.0,34.0
11647,Markus Gross,https://graphics.ethz.ch/~grossm,uxk0GmUAAAAJ,ETH Zurich,43189.0,104.0
11648,Markus Hadwiger,https://www.kaust.edu.sa/en/study/faculty/markus-hadwiger,wmx7KVUAAAAJ,KAUST,4519.0,32.0
11649,Markus Hidell,https://www.kth.se/profile/mahidell,kCOZ2QkAAAAJ,KTH Royal Institute of Technology,1043.0,17.0
11650,Markus Lohrey,https://www.eti.uni-siegen.de/ti/mitarbeiter/lohrey,uWRe_70AAAAJ,University of Siegen,,
11651,Markus Müller-Olm,https://www.uni-muenster.de/Informatik.AGMueller-Olm/people/mmo,NOSCHOLARPAGE,University of Münster,,
11652,Markus Nüttgens,https://www.bwl.uni-hamburg.de/harcis/01-zentrum/01-team/chair/markus-nuettgens.html,vQAA-isAAAAJ,University of Hamburg,4533.0,28.0
11653,Markus Pauly,http://lgg.epfl.ch/publications.php,TSGyT-EAAAAJ,EPFL,15303.0,69.0
11654,Markus Püschel,https://www.inf.ethz.ch/personal/markusp,az9ZryAAAAAJ,ETH Zurich,8801.0,51.0
11655,Markus Schedl,https://www.jku.at/en/institute-of-computational-perception/about-us/people/markus-schedl,TQR8qIEAAAAJ,JKU Linz,7520.0,45.0
11656,Markus Schneider,http://www.cise.ufl.edu/~mschneid,lOhijLUAAAAJ,University of Florida,165.0,9.0
11657,Markus Siegle,https://www.unibw.de/technische-informatik/mitarbeiter/professoren/siegle/entwurf-von-rechen-und-kommunikationssystemen,Sdh-toEAAAAJ,Bundeswehr University Munich,1773.0,20.0
11658,Markus Steinberger,https://www.markussteinberger.net,meRwdycAAAAJ,Graz University of Technology,1513.0,19.0
11659,Markus Wagner,https://cs.adelaide.edu.au/~markus,DVbOu8MAAAAJ,University of Adelaide,,
11660,Marleen de Bruijne,http://image.diku.dk/marleen,7kTk3LUAAAAJ,University of Copenhagen,8811.0,51.0
11661,Marlon Dumas,http://math.ut.ee/~dumas,9lIttRkAAAAJ,University of Tartu,37249.0,84.0
11662,Marnel Peradilla,https://www.dlsu.edu.ph/colleges/ccs/faculty-profile/single/?id=32665800576&command=GETPROFILE,Cc5_76kAAAAJ,De La Salle University,104.0,5.0
11663,Marouane Kessentini,http://kessentini.net,5oW_MA8AAAAJ,University of Michigan-Dearborn,,
11664,Marsha Chechik,http://www.cs.toronto.edu/~chechik,CYfxRVIAAAAJ,University of Toronto,7249.0,46.0
11665,Marsha J. Berger,https://cs.nyu.edu/berger,NOSCHOLARPAGE,New York University,,
11666,Marshini Chetty,https://marshini.net,eVJ6NTIAAAAJ,University of Chicago,3160.0,30.0
11667,Mart L. Molle,http://www.cs.ucr.edu/~mart,NOSCHOLARPAGE,Univ. of California - Riverside,,
11668,Marta Jiménez,https://www.facebook.com/public/Marta-Jim%C3%A9nez-Delgado,7Ik08XAAAAAJ,Polytechnic University of Catalonia,454.0,10.0
11669,Marta Kersten,https://www.researchgate.net/profile/Marta_Kersten-Oertel,NOSCHOLARPAGE,Concordia University,,
11670,Marta Kwiatkowska,http://www.cs.ox.ac.uk/marta.kwiatkowska,ArcH6PkAAAAJ,University of Oxford,22713.0,70.0
11671,Marta L. Queiros Mattoso,http://cos.ufrj.br/~marta,ZPczFBAAAAAJ,UFRJ,5731.0,37.0
11672,Marta M. Betcke,http://www0.cs.ucl.ac.uk/people/M.Betcke.html,HJ3z-24AAAAJ,University College London,961.0,15.0
11673,Marta Mejail,https://www.dc.uba.ar/rrhh/profesores/mejail,WMy2FhwAAAAJ,University of Buenos Aires,1295.0,19.0
11674,Marta Ortín,http://webdiis.unizar.es/~ortin,hyOoV44AAAAJ,Universidad de Zaragoza,109.0,6.0
11675,Marten van Dijk,https://scl.engr.uconn.edu,byCWPiwAAAAJ,University of Connecticut,17178.0,53.0
11676,Marten van Schijndel,https://vansky.github.io,AtmDLewAAAAJ,Cornell University,652.0,14.0
11677,Martha A. Kim,http://www.cs.columbia.edu/~martha,gFb9vegAAAAJ,Columbia University,1610.0,18.0
11678,Martha A. Larson,http://homepage.tudelft.nl/q22t4,eIiM958AAAAJ,Radboud University,6946.0,43.0
11679,Martha E. Crosby,https://www.ics.hawaii.edu/people,NOSCHOLARPAGE,University of Hawaii at Manoa,,
11680,Martha E. Pollack,https://infosci.cornell.edu/content/pollack,5oU0wxcAAAAJ,Cornell University,14553.0,51.0
11681,Martha Palmer,https://verbs.colorado.edu/~mpalmer,pxc_-XYAAAAJ,University of Colorado Boulder,27845.0,66.0
11682,Martha Snyder,https://cec.nova.edu/faculty/snyder.html,NOSCHOLARPAGE,Nova Southeastern University,,
11683,Martha White,https://webdocs.cs.ualberta.ca/~whitem,t5zdD_IAAAAJ,University of Alberta,2376.0,24.0
11684,Marti A. Hearst,http://people.ischool.berkeley.edu/~hearst,Yy6xbCYAAAAJ,Univ. of California - Berkeley,,
11685,Martial Hebert,http://www.cs.cmu.edu/~./hebert,0ytii2EAAAAJ,Carnegie Mellon University,53970.0,117.0
11686,Martijn Stam,http://www.bristol.ac.uk/engineering/people/martijn-stam/index.html,NOSCHOLARPAGE,Simula UiB,,
11687,Martijn van Otterlo,https://www.tilburguniversity.edu/webwijs/show/m.vanotterlo.htm,NOSCHOLARPAGE,Tilburg University,,
11688,Martin A. Giese,http://www.compsens.uni-tuebingen.de/compsens/index.php/people?view=member&task=show&id=1,ebo0Qn4AAAAJ,University of Tübingen,9463.0,48.0
11689,Martin A. Siegel,https://www.soic.indiana.edu/all-people/profile.html?profile_id=298,sZ_nSuIAAAAJ,Indiana University,1014.0,17.0
11690,Martin A. Styner,http://www.cs.unc.edu/~styner,waEzpjgAAAAJ,University of North Carolina,26418.0,84.0
11691,Martin Andrews,https://www.cs.ox.ac.uk/andrew.martin,si3UgDwAAAAJ,University of Oxford,,
11692,Martin Atzmueller,https://www.tilburguniversity.edu/webwijs/show/m.atzmuller.htm,PSxBcWwAAAAJ,Tilburg University,3819.0,36.0
11693,Martin Aumüller,https://pure.itu.dk/portal/da/persons/martin-aumuller(5f52759c-418a-41b7-bbdb-050492677284).html,TNJYIYoAAAAJ,IT University of Copenhagen,417.0,10.0
11694,Martin B. H. Weiss,http://www.pitt.edu/~mbw//new/index.htm,u8MG-pYAAAAJ,University of Pittsburgh,2103.0,25.0
11695,Martin Berger,http://www.sussex.ac.uk/informatics/people/peoplelists/person/141093,GCz-DJ0AAAAJ,University of Sussex,1045.0,17.0
11696,Martin Berzins,https://faculty.utah.edu/u0028351-MARTIN_BERZINS/research/index.hml,RjxJExgAAAAJ,University of Utah,5325.0,38.0
11697,Martin Bichler,http://dss.in.tum.de/staff/bichler.html,gYRbZzIAAAAJ,TU Munich,6928.0,39.0
